Rental ID,Customer Name,Country,Rental Start Date,Rental End Date,Car Type,Rental Source,Total Cost,Payment Status,Cancellation Status,Revenue
R35634,Robert Torres,Mexico,2023-04-26 00:00:00,2023-04-28 00:00:00,Coupe,Online,82.73,Pending,Cancelled,0
R18274,Neil Martinez,Saint Lucia,2023-08-05 00:00:00,2023-08-09 00:00:00,Coupe,Online,169.71,Paid,Not Cancelled,22.71
R84519,James James,Libyan Arab Jamahiriya,2023-08-21 00:00:00,2023-08-24 00:00:00,SUV,Online,174.78,Paid,Cancelled,0
R59403,Heather Lopez,Lesotho,2023-12-15 00:00:00,2023-12-15 00:00:00,Sedan,Online,205.55,Paid,Not Cancelled,-81.45
R86535,Brian Jackson,Bulgaria,2023-06-28 00:00:00,2023-07-01 00:00:00,Hatchback,In-Store,371.66,Pending,Cancelled,0
R33560,Carol Olson,Peru,2023-03-13 00:00:00,2023-03-19 00:00:00,Hatchback,In-Store,163.1,Pending,Cancelled,0
R58180,Sean Estes,Netherlands,2023-03-08 00:00:00,2023-03-10 00:00:00,Convertible,In-Store,315.51,Paid,Cancelled,0
R15730,Martin Berg,Gibraltar,2023-05-03 00:00:00,2023-05-03 00:00:00,SUV,Third-party,75.81,Pending,Cancelled,0
R82052,Ashley Thomas,Niger,2023-11-07 00:00:00,2023-11-09 00:00:00,Hatchback,Third-party,237.59,Paid,Not Cancelled,-19.41
R40172,Bruce Torres,Saint Martin,2023-05-31 00:00:00,2023-06-01 00:00:00,Convertible,In-Store,404.47,Pending,Not Cancelled,775.47
R29269,Donna Rodriguez,Brazil,2023-01-27 00:00:00,2023-01-29 00:00:00,Hatchback,In-Store,95.14,Paid,Not Cancelled,-370.86
R90977,Dennis Jennings,Paraguay,2023-11-18 00:00:00,2023-11-22 00:00:00,Convertible,In-Store,187.48,Paid,Cancelled,0
R58287,Christina Patterson,Sweden,2023-05-03 00:00:00,2023-05-05 00:00:00,SUV,Third-party,164.95,Paid,Not Cancelled,-423.05
R77573,Gabriella Wilson,Brazil,2023-06-03 00:00:00,2023-06-04 00:00:00,SUV,Online,201.41,Pending,Cancelled,0
R40772,Stephanie Matthews,Afghanistan,2023-02-28 00:00:00,2023-03-03 00:00:00,Hatchback,In-Store,70.17,Paid,Cancelled,0
R65822,Donald Clark,Botswana,2023-06-20 00:00:00,2023-06-21 00:00:00,Convertible,Online,132.67,Pending,Cancelled,0
R63285,Taylor Sloan,Finland,2023-07-06 00:00:00,2023-07-07 00:00:00,Coupe,Third-party,295.97,Pending,Not Cancelled,-246.03
R21919,Jennifer Beasley,Sri Lanka,2023-11-16 00:00:00,2023-11-16 00:00:00,SUV,Third-party,57.83,Pending,Cancelled,0
R75752,Michelle Santiago,Benin,2023-01-29 00:00:00,2023-01-31 00:00:00,Convertible,Online,475.64,Paid,Not Cancelled,732.64
R58788,Samantha Murray,Djibouti,2023-07-10 00:00:00,2023-07-11 00:00:00,Sedan,In-Store,90.09,Paid,Not Cancelled,585.09
R55827,Robert Murphy,Lao People's Democratic Republic,2023-06-25 00:00:00,2023-06-26 00:00:00,SUV,Third-party,135.37,Paid,Not Cancelled,-53.63
R39939,Bryan Phillips,Haiti,2023-06-09 00:00:00,2023-06-12 00:00:00,Convertible,In-Store,487.75,Pending,Cancelled,0
R45319,Nicholas Valentine,Jordan,2023-07-12 00:00:00,2023-07-18 00:00:00,Convertible,In-Store,234.78,Paid,Not Cancelled,507.78
R37670,Aaron Lewis,Saint Martin,2023-09-06 00:00:00,2023-09-09 00:00:00,Convertible,In-Store,184.17,Paid,Not Cancelled,60.17
R02031,Michael Valentine,Guinea,2023-10-08 00:00:00,2023-10-14 00:00:00,SUV,In-Store,232.43,Paid,Cancelled,0
R18434,Mary Vasquez,Israel,2023-05-08 00:00:00,2023-05-09 00:00:00,Convertible,Third-party,340.19,Paid,Cancelled,0
R40933,Anthony Miller,Uganda,2023-10-01 00:00:00,2023-10-02 00:00:00,SUV,In-Store,211.8,Paid,Not Cancelled,-99.2
R66829,Brenda Green,Guinea,2023-06-27 00:00:00,2023-07-03 00:00:00,Convertible,Online,88.49,Pending,Not Cancelled,-310.51
R11327,Philip Kirby,El Salvador,2023-01-28 00:00:00,2023-01-29 00:00:00,Convertible,Third-party,92.41,Pending,Not Cancelled,556.41
R94410,Gregory White,Western Sahara,2023-03-12 00:00:00,2023-03-18 00:00:00,SUV,Third-party,277.71,Pending,Cancelled,0
R24368,Nancy Farmer,Guernsey,2023-12-14 00:00:00,2023-12-18 00:00:00,Convertible,In-Store,442.51,Pending,Cancelled,0
R50609,Beth Ramsey,Ecuador,2023-01-11 00:00:00,2023-01-14 00:00:00,SUV,Online,323.69,Pending,Cancelled,0
R10852,Ruben Hansen,Kyrgyz Republic,2023-01-30 00:00:00,2023-01-31 00:00:00,SUV,Online,327.75,Pending,Cancelled,0
R07217,David Williams,Switzerland,2023-12-20 00:00:00,2023-12-21 00:00:00,Convertible,Online,291.82,Pending,Cancelled,0
R28105,Jacqueline Cox,Jordan,2023-04-13 00:00:00,2023-04-17 00:00:00,Convertible,Online,262.94,Paid,Not Cancelled,-206.06
R81429,Mrs. Lisa Ryan,Slovakia (Slovak Republic),2023-08-30 00:00:00,2023-08-31 00:00:00,Sedan,Third-party,421.77,Paid,Not Cancelled,803.77
R60084,Ashley Sandoval,Saint Martin,2023-05-26 00:00:00,2023-05-27 00:00:00,SUV,Online,464.58,Pending,Not Cancelled,0.58
R28487,Robin Pacheco,Sudan,2023-09-11 00:00:00,2023-09-17 00:00:00,SUV,Online,161.51,Pending,Cancelled,0
R19238,Karen Smith,Macao,2023-12-08 00:00:00,2023-12-10 00:00:00,Sedan,Online,70.86,Pending,Not Cancelled,-47.14
R16985,Joy Hicks,Greenland,2023-02-25 00:00:00,2023-02-25 00:00:00,Convertible,Online,448.23,Paid,Cancelled,0
R43187,Brittany Smith,Brunei Darussalam,2023-12-01 00:00:00,2023-12-02 00:00:00,Hatchback,In-Store,358.21,Paid,Cancelled,0
R10558,Cindy Stewart,Malta,2023-04-07 00:00:00,2023-04-08 00:00:00,SUV,Third-party,155.61,Pending,Not Cancelled,382.61
R92060,Sharon Shaffer DDS,Comoros,2023-01-14 00:00:00,2023-01-19 00:00:00,Sedan,Third-party,494.06,Paid,Cancelled,0
R65172,Hector Sexton,Madagascar,2023-07-06 00:00:00,2023-07-12 00:00:00,SUV,Third-party,421.97,Paid,Not Cancelled,592.97
R12580,Michelle Garza,Kiribati,2023-12-18 00:00:00,2023-12-23 00:00:00,Coupe,In-Store,229.79,Pending,Cancelled,0
R43646,Barry James,Guinea-Bissau,2023-05-16 00:00:00,2023-05-21 00:00:00,Coupe,In-Store,386.58,Pending,Cancelled,0
R17561,David Gonzalez,Cuba,2023-12-21 00:00:00,2023-12-27 00:00:00,Convertible,In-Store,118.88,Paid,Not Cancelled,-527.12
R35574,Kimberly Herrera,Spain,2023-12-07 00:00:00,2023-12-08 00:00:00,Coupe,Third-party,371.84,Paid,Not Cancelled,220.84
R19176,Sara Mills,Seychelles,2023-05-23 00:00:00,2023-05-29 00:00:00,Hatchback,In-Store,195.62,Paid,Cancelled,0
R67564,Tiffany Trujillo,Maldives,2023-07-27 00:00:00,2023-08-02 00:00:00,Coupe,Third-party,457.66,Pending,Cancelled,0
R37556,Jenna Bailey,Mongolia,2023-07-28 00:00:00,2023-07-30 00:00:00,Hatchback,Online,369.47,Paid,Not Cancelled,554.47
R20084,James Turner,Mauritius,2023-01-10 00:00:00,2023-01-11 00:00:00,Convertible,Online,308.51,Paid,Cancelled,0
R60411,Jacob Johnson,Netherlands Antilles,2023-08-17 00:00:00,2023-08-22 00:00:00,Convertible,In-Store,220.24,Pending,Cancelled,0
R60806,Jennifer Lopez,Chile,2023-08-15 00:00:00,2023-08-17 00:00:00,Convertible,Third-party,168.44,Paid,Not Cancelled,-230.56
R88974,Derek Franklin,Cambodia,2023-10-03 00:00:00,2023-10-07 00:00:00,SUV,Online,112.91,Pending,Cancelled,0
R43219,Brenda Moreno,Trinidad and Tobago,2023-10-29 00:00:00,2023-10-29 00:00:00,SUV,Online,220.47,Pending,Cancelled,0
R01883,Elizabeth Johnson,Austria,2023-05-25 00:00:00,2023-05-27 00:00:00,Convertible,Online,248.82,Paid,Cancelled,0
R07493,Cody Richards,Papua New Guinea,2023-08-02 00:00:00,2023-08-08 00:00:00,Convertible,Third-party,265.3,Paid,Not Cancelled,-45.7
R25599,Gabrielle Riley,South Africa,2023-01-22 00:00:00,2023-01-22 00:00:00,SUV,In-Store,94.82,Pending,Cancelled,0
R31885,Jennifer Harrell,Saint Barthelemy,2023-10-27 00:00:00,2023-10-29 00:00:00,Sedan,Third-party,426.22,Pending,Cancelled,0
R72258,Sarah Francis,United Kingdom,2024-01-04 00:00:00,2024-01-07 00:00:00,Convertible,In-Store,300.87,Pending,Not Cancelled,99.87
R84234,Jennifer Cox,Haiti,2023-06-02 00:00:00,2023-06-03 00:00:00,Sedan,Third-party,143.61,Paid,Cancelled,0
R81415,Mariah Gutierrez,Morocco,2023-12-04 00:00:00,2023-12-05 00:00:00,Coupe,In-Store,83.35,Paid,Cancelled,0
R17361,Alan Willis,Iceland,2023-12-09 00:00:00,2023-12-12 00:00:00,Convertible,Third-party,185.33,Paid,Cancelled,0
R45714,Joshua Shea,Croatia,2023-08-18 00:00:00,2023-08-22 00:00:00,Convertible,In-Store,186.7,Pending,Cancelled,0
R72233,Kevin Howard,Bahamas,2023-11-07 00:00:00,2023-11-11 00:00:00,Sedan,Online,144,Pending,Not Cancelled,-540
R46605,Edward Myers,Gabon,2023-10-22 00:00:00,2023-10-23 00:00:00,SUV,Online,69.63,Pending,Not Cancelled,407.63
R57190,Randall Roberts,Uganda,2023-11-11 00:00:00,2023-11-17 00:00:00,Coupe,Online,177.65,Paid,Cancelled,0
R18461,Timothy Gordon,Aruba,2023-04-19 00:00:00,2023-04-21 00:00:00,Coupe,Third-party,456.2,Pending,Cancelled,0
R31445,William Sanchez,Portugal,2023-12-03 00:00:00,2023-12-08 00:00:00,Convertible,In-Store,79.14,Paid,Not Cancelled,31.14
R63088,Guy Stafford,Benin,2023-03-24 00:00:00,2023-03-24 00:00:00,SUV,Third-party,239.73,Pending,Cancelled,0
R47538,Justin Johnson,Bahrain,2023-09-15 00:00:00,2023-09-18 00:00:00,Sedan,In-Store,464.39,Paid,Cancelled,0
R08157,Cassandra Martinez,Botswana,2023-08-27 00:00:00,2023-08-29 00:00:00,SUV,In-Store,488.41,Paid,Cancelled,0
R43598,Albert Sosa,Guatemala,2023-01-05 00:00:00,2023-01-08 00:00:00,SUV,Third-party,233.14,Paid,Cancelled,0
R59568,Jessica Howard,Yemen,2023-02-23 00:00:00,2023-02-25 00:00:00,Convertible,Online,402.99,Paid,Cancelled,0
R17640,Michele Ward,India,2023-05-08 00:00:00,2023-05-11 00:00:00,Hatchback,Third-party,372.24,Pending,Cancelled,0
R56070,Crystal Black,Jersey,2023-03-14 00:00:00,2023-03-16 00:00:00,SUV,In-Store,162.46,Pending,Not Cancelled,462.46
R09310,Donna Palmer,Sri Lanka,2023-05-01 00:00:00,2023-05-04 00:00:00,Convertible,Third-party,428.48,Paid,Cancelled,0
R43989,Janice Johnson,Gambia,2023-10-16 00:00:00,2023-10-18 00:00:00,Convertible,Third-party,246.48,Paid,Cancelled,0
R87351,Philip Brown,Ukraine,2023-03-16 00:00:00,2023-03-21 00:00:00,Sedan,Third-party,424.27,Paid,Not Cancelled,78.27
R79817,Gregory Keller,Gibraltar,2023-08-15 00:00:00,2023-08-16 00:00:00,Sedan,In-Store,174.96,Pending,Not Cancelled,195.96
R27161,Samuel Mcintyre,Armenia,2023-05-26 00:00:00,2023-05-28 00:00:00,Hatchback,Third-party,286.16,Paid,Cancelled,0
R18561,Carl Shelton,Senegal,2023-05-05 00:00:00,2023-05-10 00:00:00,Sedan,In-Store,382.92,Pending,Cancelled,0
R96004,Larry Oconnor,Togo,2023-06-25 00:00:00,2023-07-01 00:00:00,Convertible,Online,293.65,Paid,Cancelled,0
R10010,James Buchanan,Dominican Republic,2023-10-19 00:00:00,2023-10-25 00:00:00,Convertible,Third-party,448.64,Paid,Not Cancelled,356.64
R91066,David Campos,Algeria,2023-12-13 00:00:00,2023-12-18 00:00:00,Sedan,Online,490.28,Paid,Cancelled,0
R70271,Kimberly Hartman,Andorra,2023-08-31 00:00:00,2023-08-31 00:00:00,Coupe,In-Store,124.64,Pending,Not Cancelled,245.64
R59458,Diane Wheeler,Kazakhstan,2023-08-04 00:00:00,2023-08-10 00:00:00,Sedan,Third-party,223.24,Pending,Cancelled,0
R47004,Kenneth Cooper,Tokelau,2023-11-21 00:00:00,2023-11-22 00:00:00,Hatchback,In-Store,458.58,Paid,Not Cancelled,-237.42
R71809,Brittany Jones,Madagascar,2023-11-25 00:00:00,2023-11-27 00:00:00,Sedan,Online,139.17,Pending,Not Cancelled,239.17
R28712,Javier Gutierrez,Tonga,2023-12-27 00:00:00,2023-12-31 00:00:00,SUV,Third-party,259.45,Paid,Not Cancelled,642.45
R45046,Matthew Martin,Guernsey,2023-10-23 00:00:00,2023-10-25 00:00:00,Convertible,Online,314.92,Pending,Not Cancelled,508.92
R46734,Jason Molina,Armenia,2023-09-25 00:00:00,2023-09-27 00:00:00,Hatchback,Third-party,247.9,Paid,Not Cancelled,433.9
R94764,Lisa Williams,Ireland,2023-02-17 00:00:00,2023-02-20 00:00:00,Hatchback,Third-party,137.21,Pending,Cancelled,0
R57571,Angie Richards,Holy See (Vatican City State),2023-04-21 00:00:00,2023-04-27 00:00:00,Convertible,Online,77.87,Paid,Cancelled,0
R46185,Jessica Allen,United States Minor Outlying Islands,2023-12-08 00:00:00,2023-12-09 00:00:00,Sedan,Online,353.07,Pending,Cancelled,0
R45871,William Beard,Uganda,2023-02-03 00:00:00,2023-02-08 00:00:00,Hatchback,In-Store,174.15,Pending,Cancelled,0
R36259,Douglas Green MD,Saint Martin,2023-06-01 00:00:00,2023-06-01 00:00:00,Convertible,Third-party,484.47,Paid,Cancelled,0
R00153,Janice Hurley,Haiti,2023-10-24 00:00:00,2023-10-27 00:00:00,Coupe,Online,190.22,Paid,Not Cancelled,-341.78
R92667,Dr. William Brown MD,Marshall Islands,2023-08-02 00:00:00,2023-08-04 00:00:00,Hatchback,In-Store,256.27,Paid,Cancelled,0
R77555,Tiffany Fernandez,Greece,2023-10-04 00:00:00,2023-10-04 00:00:00,Convertible,Online,437.88,Pending,Not Cancelled,652.88
R87674,Kimberly Myers,France,2023-10-08 00:00:00,2023-10-14 00:00:00,Sedan,Online,125.7,Pending,Cancelled,0
R02082,Beth Livingston,Gabon,2023-03-05 00:00:00,2023-03-09 00:00:00,Hatchback,Online,199.12,Pending,Not Cancelled,-382.88
R60480,Robert Alvarez,Libyan Arab Jamahiriya,2023-06-16 00:00:00,2023-06-21 00:00:00,SUV,Third-party,192.58,Paid,Not Cancelled,491.58
R71406,Kimberly House,Western Sahara,2023-09-12 00:00:00,2023-09-18 00:00:00,SUV,Third-party,498.72,Paid,Cancelled,0
R64399,Alexander Beasley,Greenland,2023-02-05 00:00:00,2023-02-08 00:00:00,Hatchback,Online,191.24,Paid,Not Cancelled,671.24
R33987,Jason Ryan,Nicaragua,2023-11-27 00:00:00,2023-12-02 00:00:00,Sedan,Third-party,183.24,Pending,Not Cancelled,-115.76
R43127,Leah Moody,Belize,2023-01-25 00:00:00,2023-01-29 00:00:00,Convertible,Online,332.37,Paid,Cancelled,0
R17225,Francisco Blackwell,Pitcairn Islands,2023-06-04 00:00:00,2023-06-05 00:00:00,Hatchback,Third-party,391.68,Pending,Not Cancelled,885.68
R62851,Sean Wong,Zambia,2023-11-22 00:00:00,2023-11-26 00:00:00,Coupe,Online,343,Pending,Not Cancelled,502
R68365,Lisa Odonnell,Wallis and Futuna,2023-02-18 00:00:00,2023-02-19 00:00:00,Convertible,Online,64.11,Pending,Cancelled,0
R75532,Sharon Allen,Lithuania,2023-03-27 00:00:00,2023-03-28 00:00:00,Convertible,Online,421.42,Pending,Cancelled,0
R59454,Natalie Flores,Nigeria,2023-07-19 00:00:00,2023-07-24 00:00:00,SUV,In-Store,401.11,Pending,Cancelled,0
R02697,John Pope,Finland,2023-07-13 00:00:00,2023-07-18 00:00:00,SUV,In-Store,61.04,Paid,Not Cancelled,-586.96
R41525,Daniel Morgan,Indonesia,2023-09-14 00:00:00,2023-09-15 00:00:00,Convertible,Third-party,225.06,Pending,Not Cancelled,137.06
R96635,Lawrence Martin,Guadeloupe,2023-05-10 00:00:00,2023-05-13 00:00:00,Convertible,In-Store,102.85,Paid,Not Cancelled,-433.15
R40097,Jason Wells,Suriname,2023-03-12 00:00:00,2023-03-12 00:00:00,SUV,Third-party,227.54,Pending,Not Cancelled,83.54
R54635,Lauren Park,Bhutan,2023-06-06 00:00:00,2023-06-06 00:00:00,Coupe,Third-party,284.86,Paid,Cancelled,0
R19789,Donald Dunn,Belize,2023-05-26 00:00:00,2023-05-29 00:00:00,Hatchback,In-Store,203.26,Pending,Not Cancelled,421.26
R12456,Ashley Richardson,Gambia,2023-02-20 00:00:00,2023-02-20 00:00:00,Convertible,In-Store,223.33,Pending,Not Cancelled,3.33
R51657,Leslie Roach,Somalia,2023-05-14 00:00:00,2023-05-15 00:00:00,Convertible,Online,58.48,Paid,Cancelled,0
R92119,Joshua Santos,Kiribati,2023-07-10 00:00:00,2023-07-13 00:00:00,Convertible,In-Store,380.31,Paid,Cancelled,0
R06223,Amber Lloyd,Mauritius,2023-11-23 00:00:00,2023-11-23 00:00:00,Convertible,In-Store,342.82,Paid,Not Cancelled,321.82
R95931,Jeffery Stewart,Djibouti,2023-01-22 00:00:00,2023-01-23 00:00:00,Coupe,Third-party,483.87,Paid,Not Cancelled,303.87
R22564,Debra Wallace,Oman,2023-11-13 00:00:00,2023-11-18 00:00:00,Sedan,Online,76.09,Paid,Not Cancelled,-407.91
R72172,Luis Stein,Peru,2023-11-30 00:00:00,2023-12-06 00:00:00,Coupe,In-Store,298.06,Pending,Cancelled,0
R96194,Suzanne Hawkins,Reunion,2023-09-30 00:00:00,2023-10-04 00:00:00,Convertible,Online,51.78,Pending,Cancelled,0
R06879,Diane Crosby,Armenia,2023-05-01 00:00:00,2023-05-03 00:00:00,SUV,In-Store,367.73,Paid,Cancelled,0
R76336,Ricky Baird,Liberia,2023-05-01 00:00:00,2023-05-06 00:00:00,Coupe,Third-party,322.59,Pending,Cancelled,0
R83826,Sarah Tanner,Zimbabwe,2023-11-03 00:00:00,2023-11-03 00:00:00,Convertible,Third-party,191.54,Pending,Not Cancelled,58.54
R64364,Darin Lin,Cocos (Keeling) Islands,2023-10-29 00:00:00,2023-11-02 00:00:00,Coupe,Third-party,60.85,Pending,Cancelled,0
R79412,Belinda Hernandez,Saint Helena,2023-12-23 00:00:00,2023-12-27 00:00:00,SUV,Online,213.64,Pending,Cancelled,0
R25972,Shannon Kelley,South Georgia and the South Sandwich Islands,2023-07-13 00:00:00,2023-07-14 00:00:00,Sedan,In-Store,256.65,Paid,Cancelled,0
R59349,Alicia Smith,Niue,2023-05-25 00:00:00,2023-05-30 00:00:00,SUV,Third-party,136.94,Pending,Cancelled,0
R13049,Terri Harris,Uruguay,2023-02-14 00:00:00,2023-02-19 00:00:00,Convertible,Third-party,468.03,Paid,Not Cancelled,255.03
R90850,Carol Carter,Iceland,2023-12-08 00:00:00,2023-12-11 00:00:00,SUV,Third-party,465.65,Paid,Not Cancelled,49.65
R85111,Mary Mosley,Samoa,2023-02-10 00:00:00,2023-02-12 00:00:00,Coupe,Online,134.75,Pending,Cancelled,0
R71902,Brian Little,Tunisia,2023-08-19 00:00:00,2023-08-23 00:00:00,Hatchback,In-Store,403.92,Paid,Cancelled,0
R06534,Stanley Simmons PhD,Sweden,2024-01-01 00:00:00,2024-01-04 00:00:00,Coupe,Online,168.78,Pending,Cancelled,0
R18944,Chase Cook,Maldives,2023-05-25 00:00:00,2023-05-26 00:00:00,Sedan,Online,271.14,Paid,Not Cancelled,402.14
R42470,Tiffany Hooper,Congo,2023-07-03 00:00:00,2023-07-08 00:00:00,Sedan,In-Store,236.23,Pending,Cancelled,0
R96306,Chad Vaughn,Nigeria,2023-02-25 00:00:00,2023-02-27 00:00:00,Hatchback,Online,312.64,Pending,Not Cancelled,700.64
R04311,Matthew Esparza,Israel,2023-01-18 00:00:00,2023-01-19 00:00:00,SUV,In-Store,481.73,Pending,Not Cancelled,556.73
R06099,Jeanette Palmer,Montenegro,2023-09-25 00:00:00,2023-09-27 00:00:00,Convertible,In-Store,423.32,Paid,Not Cancelled,145.32
R17710,Theresa Dorsey,Japan,2023-05-29 00:00:00,2023-06-04 00:00:00,Coupe,Third-party,289.58,Paid,Cancelled,0
R88728,Jessica Johnson,Martinique,2023-12-10 00:00:00,2023-12-11 00:00:00,Hatchback,Third-party,498.59,Paid,Cancelled,0
R01219,Mckenzie Rodriguez,Saint Vincent and the Grenadines,2023-03-30 00:00:00,2023-04-04 00:00:00,Coupe,Third-party,277.57,Pending,Cancelled,0
R32925,Carlos Davis,India,2023-08-28 00:00:00,2023-08-30 00:00:00,Hatchback,Online,135.02,Paid,Cancelled,0
R66419,Michelle Miller,Pitcairn Islands,2023-06-06 00:00:00,2023-06-12 00:00:00,Convertible,Online,421.56,Pending,Cancelled,0
R51408,Brandon Cole,Central African Republic,2023-12-05 00:00:00,2023-12-09 00:00:00,SUV,In-Store,155.54,Pending,Not Cancelled,-153.46
R68787,Michael Schmidt,Ecuador,2023-06-30 00:00:00,2023-07-06 00:00:00,Sedan,Online,272.75,Pending,Cancelled,0
R23303,Shawn Jordan,Reunion,2023-12-15 00:00:00,2023-12-20 00:00:00,Convertible,Third-party,116.03,Pending,Not Cancelled,-582.97
R00961,Justin Knight,Pakistan,2023-02-12 00:00:00,2023-02-16 00:00:00,Hatchback,Online,470.53,Paid,Cancelled,0
R08861,Christopher Nelson,Morocco,2023-01-06 00:00:00,2023-01-11 00:00:00,Coupe,Online,450.17,Pending,Not Cancelled,192.17
R37056,Vickie Burns,Puerto Rico,2023-05-18 00:00:00,2023-05-18 00:00:00,Convertible,In-Store,245.95,Paid,Cancelled,0
R91125,Matthew Davis,United States of America,2023-09-14 00:00:00,2023-09-19 00:00:00,Hatchback,Online,376.2,Pending,Not Cancelled,-189.8
R91990,Sherri Green,Honduras,2023-09-28 00:00:00,2023-09-30 00:00:00,SUV,In-Store,314.99,Paid,Not Cancelled,40.99
R11797,Susan Jenkins,Iran,2023-06-07 00:00:00,2023-06-07 00:00:00,SUV,In-Store,380.29,Paid,Not Cancelled,-315.71
R96244,Mr. Alan Haynes,Cape Verde,2023-03-24 00:00:00,2023-03-25 00:00:00,Convertible,Third-party,428.09,Paid,Cancelled,0
R02679,Walter Robinson,Bouvet Island (Bouvetoya),2023-11-06 00:00:00,2023-11-10 00:00:00,SUV,In-Store,442.95,Paid,Not Cancelled,513.95
R75156,Diana Scott,Estonia,2023-09-03 00:00:00,2023-09-05 00:00:00,Sedan,Online,368.26,Pending,Cancelled,0
R27657,Michael Buchanan,Uganda,2023-11-27 00:00:00,2023-12-03 00:00:00,SUV,Third-party,171.48,Pending,Cancelled,0
R77432,Michelle Holmes,Kuwait,2023-12-03 00:00:00,2023-12-04 00:00:00,Convertible,In-Store,260.45,Pending,Not Cancelled,726.45
R02589,Cathy Garcia,Romania,2023-01-21 00:00:00,2023-01-27 00:00:00,Coupe,In-Store,475.57,Pending,Cancelled,0
R69717,Marie Jenkins,Sierra Leone,2023-01-26 00:00:00,2023-01-29 00:00:00,Hatchback,Online,124.18,Pending,Not Cancelled,-355.82
R44688,Troy Schwartz,Suriname,2023-07-13 00:00:00,2023-07-13 00:00:00,Hatchback,Third-party,58.31,Paid,Not Cancelled,-435.69
R29294,Brandon Owens,Uganda,2023-07-17 00:00:00,2023-07-17 00:00:00,Hatchback,Third-party,154.73,Pending,Cancelled,0
R47367,Jennifer Scott,Reunion,2023-06-21 00:00:00,2023-06-27 00:00:00,Sedan,Online,352.38,Pending,Not Cancelled,-262.62
R28706,Stephen Patrick,Pakistan,2023-02-09 00:00:00,2023-02-15 00:00:00,Coupe,In-Store,260.4,Pending,Not Cancelled,677.4
R68621,Kimberly Lang,Bermuda,2023-11-26 00:00:00,2023-11-27 00:00:00,Convertible,Online,322.22,Pending,Cancelled,0
R41106,Krista Moore,Lao People's Democratic Republic,2023-08-04 00:00:00,2023-08-06 00:00:00,Convertible,Online,340.64,Paid,Cancelled,0
R00467,Nicole Murillo,Equatorial Guinea,2023-04-15 00:00:00,2023-04-17 00:00:00,Sedan,Online,331,Pending,Cancelled,0
R71267,Matthew Baker,China,2023-09-29 00:00:00,2023-10-05 00:00:00,Hatchback,In-Store,276.52,Pending,Cancelled,0
R98974,Justin Wilson,Greece,2023-09-24 00:00:00,2023-09-25 00:00:00,Sedan,Online,63.46,Paid,Not Cancelled,265.46
R92488,Michelle Booker,Guatemala,2023-11-06 00:00:00,2023-11-07 00:00:00,Hatchback,In-Store,487.99,Paid,Not Cancelled,690.99
R16019,Nicolas Collier MD,Peru,2023-01-04 00:00:00,2023-01-05 00:00:00,SUV,Online,427.68,Pending,Cancelled,0
R54690,Ashley Edwards,Canada,2023-05-30 00:00:00,2023-05-31 00:00:00,Convertible,Third-party,473.26,Paid,Cancelled,0
R17600,Justin White,Lesotho,2023-09-25 00:00:00,2023-09-26 00:00:00,Convertible,Third-party,224.45,Pending,Not Cancelled,4.45
R27329,Latoya Brown,Rwanda,2023-08-24 00:00:00,2023-08-30 00:00:00,Hatchback,In-Store,214.5,Pending,Cancelled,0
R06961,Michael Bradley,Montserrat,2023-08-11 00:00:00,2023-08-16 00:00:00,Sedan,In-Store,242.34,Paid,Cancelled,0
R26909,Carol Smith,Egypt,2023-10-31 00:00:00,2023-11-02 00:00:00,Sedan,Online,472.45,Paid,Cancelled,0
R64591,Shannon Hill,Malta,2023-12-13 00:00:00,2023-12-16 00:00:00,Hatchback,In-Store,410.01,Paid,Not Cancelled,-184.99
R69610,Joshua White,Afghanistan,2023-07-20 00:00:00,2023-07-24 00:00:00,Coupe,Online,74.72,Pending,Not Cancelled,281.72
R71666,Arthur Schmidt,Holy See (Vatican City State),2023-03-08 00:00:00,2023-03-08 00:00:00,Coupe,In-Store,371.85,Paid,Cancelled,0
R80327,Stephanie Marshall,Italy,2023-10-19 00:00:00,2023-10-19 00:00:00,Coupe,Third-party,50.18,Pending,Cancelled,0
R04846,Tony Roberts,Somalia,2023-02-22 00:00:00,2023-02-27 00:00:00,Coupe,In-Store,110.81,Pending,Cancelled,0
R73211,Mark Foster,Sri Lanka,2023-04-21 00:00:00,2023-04-25 00:00:00,Sedan,Online,485.62,Pending,Cancelled,0
R32392,Donna Alvarado,Swaziland,2023-12-05 00:00:00,2023-12-06 00:00:00,Hatchback,Third-party,313.09,Paid,Cancelled,0
R20014,David Wright,Marshall Islands,2023-09-21 00:00:00,2023-09-24 00:00:00,Convertible,Third-party,478.46,Pending,Cancelled,0
R12137,Chris Solomon,Zimbabwe,2023-10-02 00:00:00,2023-10-05 00:00:00,Hatchback,In-Store,165.62,Pending,Cancelled,0
R73590,Kathy Simpson,Portugal,2023-02-07 00:00:00,2023-02-07 00:00:00,Coupe,In-Store,370.79,Pending,Not Cancelled,369.79
R91993,Michael Jones,Peru,2023-10-29 00:00:00,2023-11-03 00:00:00,Convertible,Online,57.34,Pending,Cancelled,0
R54783,Mrs. Christine Nelson,Belize,2023-11-04 00:00:00,2023-11-08 00:00:00,Hatchback,Online,370.97,Pending,Not Cancelled,834.97
R65204,Krista Buchanan,Iran,2023-07-25 00:00:00,2023-07-25 00:00:00,Coupe,In-Store,464.43,Pending,Cancelled,0
